,sbb_stop_to_stop_lausanne_region.stop_id_a,sbb_stop_to_stop_lausanne_region.stop_id_b,sbb_stop_to_stop_lausanne_region.distance
3739,8592221,8592213,184.68214
3740,8592221,8592218,427.15482
3741,8593798,8593806,173.10399
3742,8593798,8588450,484.06104
3743,8593798,8588436,388.92447
3744,8593798,8595625,371.6355
3745,8593798,8579256,432.97754
3746,8593798,8595190,300.15982
3747,8593798,8579257,486.013
3748,8593821,8591965,112.38751
3749,8593821,8591966,301.9119
3750,8593821,8591967,329.34848
3751,8595214:0:1,Parent8595216,259.36072
3752,8595214:0:1,8501117:0:3,212.00623
3753,8595214:0:1,Parent8501117,316.14606
3754,8595214:0:1,8595215:0:2,416.85446
3755,8595214:0:1,8595216,259.36072
3756,8595214:0:1,8595217,205.852
3757,8595214:0:1,8501117:0:4,210.23172
3758,8595214:0:1,8595215:0:1,416.85446
3759,8595214:0:1,8581914,285.7577
3760,8595214:0:1,Parent8595215,416.85446
3761,8595214:0:1,8595214,0.0
3762,8595214:0:1,8501117:0:1,258.42505
3763,8595214:0:1,8595215,416.85446
3764,8595214:0:1,Parent8595214,0.0
3765,8595215,8595215:0:2,0.0
3766,8595215,8595217,263.42966
3767,8595215,8595215:0:1,0.0
3768,8595215,Parent8595215,0.0
3769,8595215,8595214,416.85446
3770,8595215,8595214:0:1,416.85446
3771,8595215,Parent8595214,416.85446
3772,8595936,8592193,497.01837
3773,8595936,8592029,320.27216
3774,8595936,8592197,199.31293
3775,8595936,8592170,468.67172
3776,8595978,8588846,164.64772
3777,8501166:0:1,8501166,0.0
3778,8501166:0:1,8501166:0:2,0.0
3779,8501166:0:1,Parent8501166,0.0
3780,8501214,8579234,269.95932
3781,8501214,8579233,58.444954
3782,8501214,8591944,485.83777
3783,8501214,8501215,291.49496
3784,8501214,8591947,464.71683
3785,8501214,8510727,497.40527
3786,8588845,8588843,341.73425
3787,8588845,8591936,407.47604
3788,8591967,8591965,216.987
3789,8591967,8591962,478.6939
3790,8591967,8591966,346.56683
3791,8591967,8591963,305.6083
3792,8591967,8593821,329.34848
3793,8592017,8591982,425.35315
3794,8592017,8510575,361.56955
3795,8592017,8592091,476.89386
3796,8592031,8592126,328.458
3797,8592031,8592065,392.85074
3798,8592031,8592112,311.0768
3799,8592031,8579255,455.88504
3800,8592031,8592008,223.13802
3801,8592031,8592131,310.14935
3802,8592036,8592035,450.96423
3803,8592036,8592001,439.97205
3804,8592036,8592119,336.38852
3805,8592036,8592102,426.46927
3806,8592036,8591980,384.56335
3807,8592036,8592041,292.2288
3808,8592036,8592109,161.22958
3809,8592036,8591990,369.77014
3810,8592036,8501207,383.71558
3811,8592036,8592022,322.88422
3812,8592036,8592122,483.42123
3813,8592053,8592135,459.7834
3814,8592053,8592085,211.76338
3815,8592053,8592003,333.856
3816,8592053,8592034,198.3565
3817,8592053,8592132,389.0152
3818,8592053,8592076,371.41193
3819,8592053,8592082,383.40945
3820,8592053,8592138,302.2668
3821,8592053,8592071,299.095
3822,8592053,8592091,384.33533
3823,8592053,8592111,296.6155
3824,8592053,8592059,342.18167
3825,8592053,8592033,281.39554
3826,8592087,Parent8501162,455.72186
3827,8592087,8501162,455.72186
3828,8592087,8592056,271.96646
3829,8592087,8592030,484.62854
3830,8592087,8591987,425.46045
3831,8592087,8592094,181.30197
3832,8592087,8592107,254.86218
3833,8592087,8501162:0:2,455.72186
3834,8592087,8591993,223.4276
3835,8592087,8501162:0:1,455.72186
3836,8592087,8592187,440.47705
3837,8592087,8591998,447.77032
3838,8592087,8592000,388.51843
3839,8592087,8592057,397.79654
3840,8592145,Parent8504010,485.9737
3841,8592145,8592149,479.30853
3842,8592145,8591976,461.0182
3843,8592145,8504010,485.9737
3844,8592145,8592151,231.60988
3845,8592145,8592158,299.67865
3846,8592145,8592157,442.46594
3847,8592151,Parent8504010,283.6044
3848,8592151,8592149,334.0222
3849,8592151,8504010:0:2,331.2723
3850,8592151,8504010:0:1,334.10965
3851,8592151,8591976,251.9296
3852,8592151,8504010,283.6044
3853,8592151,8592145,231.60988
3854,8592181,Parent8501162,197.33751
3855,8592181,8592173,283.20776
3856,8592181,8501162,197.33751
3857,8592181,8592124,271.67538
3858,8592181,8592107,467.99728
3859,8592181,8501162:0:2,197.33751
3860,8592181,8591993,417.14526
3861,8592181,8501162:0:1,197.33751
3862,8592181,8592180,381.6482
3863,8592218,8592209,166.38437
3864,8592218,8592223,494.5372
3865,8592218,8592210,438.92328
3866,8592218,8592213,481.64874
3867,8592218,8510422,390.43054
3868,8592218,8592221,427.15482
3869,8592218,8595534,155.28136
3870,8593868,8591933,228.7388
3871,8593868,8501217,336.07602
3872,8593868,8593866,391.69803
3873,8593868,8593867,446.11835
3874,8593868,8593869,470.56808
3875,8593868,8507227,266.37347
3876,8595935,8593837,313.68118
3877,8595935,8595934,368.23834
3878,8595935,8592068,308.21506
3879,8595935,8593838,226.75702
3880,8595935,8595938,344.1993
3881,8501120:0:1,8501181:0:1,455.43802
3882,8501120:0:1,Parent8501181,455.43802
3883,8501120:0:1,8501120:0:8,0.0
3884,8501120:0:1,8501120:0:3,0.0
3885,8501120:0:1,Parent8501120,0.0
3886,8501120:0:1,8579254,441.93588
3887,8501120:0:1,8592040,282.97427
3888,8501120:0:1,8501120:0:5,0.0
3889,8501120:0:1,8592050:0:F,236.71092
3890,8501120:0:1,8592050:0:H,99.84084
3891,8501120:0:1,8501120:0:70,0.0
3892,8501120:0:1,8592027,361.37332
3893,8501120:0:1,8579253,336.9602
3894,8501120:0:1,8501120:0:6,0.0
3895,8501120:0:1,8592050:0:C,99.84084
3896,8501120:0:1,8591818,406.3532
3897,8501120:0:1,8592050,99.84084
3898,8501120:0:1,8592020,339.15115
3899,8501120:0:1,8501181:0:2,455.43802
3900,8501120:0:1,8592052,208.01761
3901,8501120:0:1,8592050:0:D,99.84084
3902,8501120:0:1,8592072,437.97305
3903,8501120:0:1,8501120,0.0
3904,8501120:0:1,8501181,455.43802
3905,8501120:0:1,8592079,329.20386
3906,8501120:0:1,Parent8592050,99.84084
3907,8501120:0:1,8501120:0:4,0.0
3908,8501120:0:1,8501120:0:7,0.0
3909,8501209,8501208,477.22647
3910,8501209,8592049,454.55127
3911,8501209,8593844,403.99597
3912,8501209,8518452:0:3,263.59555
3913,8501209,8518452:0:1,246.8526
3914,8501209,8510543,477.27225
3915,8501209,Parent8518452,283.72906
3916,8501209,8518452:0:4,270.92566
3917,8501209,8592103,460.3044
3918,8501209,8592105,274.32974
3919,8501209,8592215,484.91946
3920,8501209,8518452:0:2,254.16812
3921,8505530,8570462,52.43145
3922,8505530,8581429,410.708
3923,8588447,8504000:0:2,494.84348
3924,8588447,8588446,342.18878
3925,8588447,8595192,167.6007
3926,8588447,Parent8504000,418.91278
3927,8588447,8588448,309.1061
3928,8588447,8593850,385.03027
3929,8588447,8504000,418.91278
3930,8588447,8592188,481.14178
3931,8588447,8504000:0:1,496.5333
3932,8588447,Parent8501121,465.4341
3933,8588847,8588848,277.1826
3934,8588847,8583748,293.99973
3935,8588848,8588847,277.1826
3936,8591971,8579239:0:E,322.93192
3937,8591971,8592128,355.41504
3938,8591971,8591964,270.2285
3939,8591971,Parent8579239,322.93192
3940,8591971,8579239:0:B,328.51105
3941,8591971,8579239,322.93192
3942,8591984,8592035,220.31961
3943,8591984,8592135,433.65106
3944,8591984,8592001,473.312
3945,8591984,8592119,450.4673
3946,8591984,8592060,234.11069
3947,8591984,8591980,342.73914
3948,8591984,8592076,340.6277
3949,8591984,8592104,195.90799
3950,8591984,8592120,343.19235
3951,8591984,8591992,484.9419
3952,8591984,8592033,384.9899
3953,8591989,8592090,287.76175
3954,8591989,8591985,452.54822
3955,8591989,8592110,457.30734
3956,8591989,8592005,386.01788
3957,8592039,8591986,467.0395
3958,8592039,8592062,383.99518
3959,8592039,8592028,355.89603
3960,8592039,8592026,250.17387
3961,8592039,8592061,390.5052
3962,8592039,8592079,407.70544
3963,8592039,8592084,256.77936
3964,8592039,8595933,391.46912
3965,8592039,8592077,359.90048
3966,8592043,8592045,423.5779
3967,8592043,8592009,427.7621
3968,8592043,8591981,218.23729
3969,8592043,8592012,268.35596
3970,8592043,8510574,238.86475
3971,8592043,8592083,349.09293
3972,8592043,8591999,364.87308
3973,8592043,8592038,426.17484
3974,8592043,8592123,150.50923
3975,8592158,8592164,428.06995
3976,8592158,8592145,299.67865
3977,8592158,8592150,372.42426
3978,8592158,8592154,366.38245
3979,8592182,8588445,432.1041
3980,8592182,8588443,223.49652
3981,8592182,8592198,466.55844
3982,8592182,8588445:0:B,401.122
3983,8592182,Parent8588445,432.1041
3984,8592182,8592190,467.82294
3985,8592182,8501121:0:2,423.1592
3986,8592182,8588445:0:D,389.92828
3987,8592182,8592172,389.49466
3988,8592182,8588442,137.35934
3989,8592182,8501121:0:1,404.46268
3990,8592182,8588440,484.33908
3991,8592182,8592188,436.53894
3992,8592182,8588441,384.10632
3993,8592182,Parent8501121,491.96765
3994,8592230,8592232,362.63065
3995,8595148,8588842,177.29279
3996,8595148,8595986,345.73483
3997,8595148,8593816,417.5582
3998,8595148,8588843,365.96066
3999,8595148,8588841,439.38947
4000,8595148,8595516,348.92477
4001,Parent8501121,8504000:0:2,468.08115
4002,Parent8501121,8588446,194.17233
4003,Parent8501121,8588445,83.306465
4004,Parent8501121,8595192,442.50073
4005,Parent8501121,8588443,271.34735
4006,Parent8501121,8588445:0:B,105.41864
4007,Parent8501121,Parent8588445,83.306465
4008,Parent8501121,Parent8504000,432.48535
4009,Parent8501121,8501121:0:2,79.747856
4010,Parent8501121,8588445:0:D,119.04963
4011,Parent8501121,8588442,462.3813
4012,Parent8501121,8501121:0:1,97.22485
4013,Parent8501121,8504000,432.48535
4014,Parent8501121,8588440,492.4736
4015,Parent8501121,8592188,212.32553
4016,Parent8501121,8504000:0:1,462.25366
4017,Parent8501121,8588447,465.4341
4018,Parent8501121,8592182,491.96765
4019,Parent8595214,Parent8595216,259.36072
4020,Parent8595214,8501117:0:3,212.00623
4021,Parent8595214,Parent8501117,316.14606
4022,Parent8595214,8595215:0:2,416.85446
4023,Parent8595214,8595216,259.36072
4024,Parent8595214,8595217,205.852
4025,Parent8595214,8501117:0:4,210.23172
4026,Parent8595214,8595215:0:1,416.85446
4027,Parent8595214,8581914,285.7577
4028,Parent8595214,Parent8595215,416.85446
4029,Parent8595214,8595214,0.0
4030,Parent8595214,8501117:0:1,258.42505
4031,Parent8595214,8595214:0:1,0.0
4032,Parent8595214,8595215,416.85446
4033,8501075,8591986,358.8386
4034,8501075,8592086,276.10196
4035,8501075,8595933,477.09253
4036,8501160:0:1,8501181:0:1,424.9779
4037,8501160:0:1,8592035,471.3363
4038,8501160:0:1,8592135,406.20203
4039,8501160:0:1,Parent8501181,424.9779
4040,8501160:0:1,8501160:0:2,0.0
4041,8501160:0:1,8592001,256.99756
4042,8501160:0:1,8592060,450.63678
4043,8501160:0:1,8592134,445.84372
4044,8501160:0:1,Parent8501160,0.0
4045,8501160:0:1,8592041,406.62125
4046,8501160:0:1,8592098,142.78746
4047,8501160:0:1,8579253,470.48544
4048,8501160:0:1,8590442,457.98996
4049,8501160:0:1,8592120,261.2718
4050,8501160:0:1,8592133,249.72884
4051,8501160:0:1,8591818,467.92545
4052,8501160:0:1,8591988,253.72694
4053,8501160:0:1,8592004,363.8231
4054,8501160:0:1,8501181:0:2,424.9779
4055,8501160:0:1,8592125,426.65997
4056,8501160:0:1,8592010,103.47198
4057,8501160:0:1,8501181,424.9779
4058,8501160:0:1,8592096,128.20598
4059,8501160:0:1,8592011,114.094025
4060,8501160:0:1,8592122,412.76816
4061,8501160:0:1,8501160,0.0
4062,8501169,8501169:0:2,0.0
4063,8501169,8570064,326.07803
4064,8501169,Parent8501169,0.0
4065,8501169,8501169:0:1,0.0
4066,8501169,8570063,67.72326
4067,8511210,8504165,480.689
4068,8511210,8511214,202.54324
4069,8511210,8504166,421.74994
4070,8518452:0:2,8501208,491.95267
4071,8518452:0:2,8592049,207.34944
4072,8518452:0:2,8593844,437.59802
4073,8518452:0:2,8518452:0:3,9.434937
4074,8518452:0:2,8518452:0:1,7.318618
4075,8518452:0:2,8510543,295.15894
4076,8518452:0:2,Parent8518452,109.688545
4077,8518452:0:2,8518452:0:4,16.758732
4078,8518452:0:2,8592103,242.98389
4079,8518452:0:2,8592105,289.64056
4080,8518452:0:2,8501209,254.16812
4081,8518452:0:2,8592179,482.1966
4082,8583748,8588847,293.99973
4083,8591904,8570425,265.7897
4084,8591958,8510721,386.17877
4085,8591958,8591953,374.21866
4086,8591958,8501218,334.12366
4087,8591958,8591939,418.11288
4088,8591958,8593815,316.1923
4089,8591997,8592081,490.42096
4090,8591997,8592099,338.01663
4091,8591997,8591977,252.68661
4092,8591997,8592066,245.10103
4093,8591997,8592137,407.3979
4094,8591997,8592018,474.87247
4095,8591997,8592054,115.39252
4096,8591997,8592048,367.01538
4097,8592000,8592056,320.02164
4098,8592000,8591994,438.54422
4099,8592000,8592030,381.50345
4100,8592000,8592107,497.13458
4101,8592000,8592187,482.0327
4102,8592000,8592087,388.51843
4103,8592000,8591996,389.70944
4104,8592008,8579238:0:D,332.7192
4105,8592008,8592118,326.47333
4106,8592008,8592126,403.14526
4107,8592008,8579238,332.7192
4108,8592008,8592031,223.13802
4109,8592008,8592131,141.31332
4110,8592054,8592081,384.0796
4111,8592054,8592099,439.70612
4112,8592054,8591977,164.45183
4113,8592054,8592066,173.51006
4114,8592054,8592137,385.90833
4115,8592054,8592018,361.81168
4116,8592054,8591997,115.39252
4117,8592054,8592048,396.46048
4118,8592057,8592088,448.8415
4119,8592057,8592056,349.4863
4120,8592057,8592032,432.97595
4121,8592057,8591987,194.94666
4122,8592057,8592094,226.161
4123,8592057,8591993,447.2172
4124,8592057,8591992,315.71487
4125,8592057,8591998,53.23972
4126,8592057,8592087,397.79654
4127,8592059,8592115,419.85678
4128,8592059,8592067,268.50485
4129,8592059,8591982,492.9983
4130,8592059,8592034,483.04294
4131,8592059,8592082,399.53708
4132,8592059,8592138,318.92447
4133,8592059,8592071,381.68762
4134,8592059,8592091,286.11133
4135,8592059,8592111,443.58047
4136,8592059,8592053,342.18167
4137,8592131,8579238:0:D,218.76044
4138,8592131,8592118,339.06223
4139,8592131,8592126,354.9344
4140,8592131,8579238,218.76044
4141,8592131,8592031,310.14935
4142,8592131,8592008,141.31332
4143,8592157,8592149,398.13327
4144,8592157,8592152,261.54144
4145,8592157,8592147,458.5428
4146,8592157,8592145,442.46594
4147,8592157,8592159,343.80527
4148,8592220,8592202,306.65945
4149,8592220,8592205,197.90164
4150,8592220,8592203,497.25012
4151,8592220,8592213,473.69873
4152,8592220,8592201,231.66129
4153,8592220,8592214,422.37158
4154,8592222,8592178,460.6521
4155,8592222,8592208,228.41568
4156,8592222,8592205,418.00912
4157,8592222,8592203,400.08795
4158,8592222,8592206,323.45932
4159,8592222,8592212,163.21742
4160,8595534,8592209,241.71092
4161,8595534,8595602,418.5379
4162,8595534,8592210,401.45477
4163,8595534,8510422,239.35269
4164,8595534,8592218,155.28136
4165,8501160,8501181:0:1,424.9779
4166,8501160,8592035,471.3363
4167,8501160,8592135,406.20203
4168,8501160,Parent8501181,424.9779
4169,8501160,8501160:0:2,0.0
4170,8501160,8592001,256.99756
4171,8501160,8592060,450.63678
4172,8501160,8592134,445.84372
4173,8501160,Parent8501160,0.0
4174,8501160,8592041,406.62125
4175,8501160,8592098,142.78746
4176,8501160,8579253,470.48544
4177,8501160,8590442,457.98996
4178,8501160,8592120,261.2718
4179,8501160,8592133,249.72884
4180,8501160,8591818,467.92545
4181,8501160,8591988,253.72694
4182,8501160,8592004,363.8231
4183,8501160,8501181:0:2,424.9779
4184,8501160,8592125,426.65997
4185,8501160,8592010,103.47198
4186,8501160,8501181,424.9779
4187,8501160,8592096,128.20598
4188,8501160,8592011,114.094025
4189,8501160,8592122,412.76816
4190,8501160,8501160:0:1,0.0
4191,8579239,8589525,425.3193
4192,8579239,8579239:0:E,0.0
4193,8579239,8592128,361.88663
4194,8579239,Parent8579239,0.0
4195,8579239,8579239:0:B,23.502913
4196,8579239,8591971,322.93192
4197,8591970,8589525,456.02274
4198,8591970,8591966,436.0945
4199,8592033,8592135,354.64124
4200,8592033,8592085,193.98703
4201,8592033,8592003,235.02333
4202,8592033,8592034,221.98474
4203,8592033,8592060,289.19965
4204,8592033,8592132,433.84543
4205,8592033,8592076,111.201065
4206,8592033,8592116,499.7447
4207,8592033,8592138,498.37643
4208,8592033,8592120,470.6846
4209,8592033,8592071,455.8758
4210,8592033,8592111,430.28036
4211,8592033,8592053,281.39554
4212,8592033,8591984,384.9899
4213,8592047,8592067,471.45068
4214,8592047,8592132,357.54553
4215,8592047,8592082,260.40985
4216,8592047,8592111,351.80032
4217,8592047,8587357,376.00717
4218,8592140,8592143,404.09262
4219,8592140,8587853,442.36914
4220,8592207,8592178,399.55557
4221,8592207,8592192,367.81613
4222,8592207,8592211,334.30737
4223,8592207,8592206,407.04794
4224,8592227,8579234,440.47064
4225,8592227,8591945,337.26755
4226,8592227,8591944,423.85663
4227,8592229,8592231,241.14217
4228,8592229,8592234,286.44464
4229,8592232,8504173,456.21677
4230,8592232,8592230,362.63065
4231,Parent8501166,8501166,0.0
4232,Parent8501166,8501166:0:2,0.0
4233,Parent8501166,8501166:0:1,0.0
4234,8501120:0:4,8501181:0:1,455.43802
4235,8501120:0:4,Parent8501181,455.43802
4236,8501120:0:4,8501120:0:8,0.0
4237,8501120:0:4,8501120:0:3,0.0
4238,8501120:0:4,Parent8501120,0.0
4239,8501120:0:4,8579254,441.93588
4240,8501120:0:4,8592040,282.97427
4241,8501120:0:4,8501120:0:5,0.0
4242,8501120:0:4,8592050:0:F,236.71092
4243,8501120:0:4,8592050:0:H,99.84084
4244,8501120:0:4,8501120:0:70,0.0
4245,8501120:0:4,8592027,361.37332
4246,8501120:0:4,8579253,336.9602
4247,8501120:0:4,8501120:0:6,0.0
4248,8501120:0:4,8592050:0:C,99.84084
4249,8501120:0:4,8591818,406.3532
4250,8501120:0:4,8592050,99.84084
4251,8501120:0:4,8592020,339.15115
4252,8501120:0:4,8501181:0:2,455.43802
4253,8501120:0:4,8592052,208.01761
4254,8501120:0:4,8592050:0:D,99.84084
4255,8501120:0:4,8592072,437.97305
4256,8501120:0:4,8501120,0.0
4257,8501120:0:4,8501181,455.43802
4258,8501120:0:4,8592079,329.20386
4259,8501120:0:4,Parent8592050,99.84084
4260,8501120:0:4,8501120:0:1,0.0
4261,8501120:0:4,8501120:0:7,0.0
4262,8501168,8501168:0:1,0.0
4263,8505529,8506907,169.35074
4264,8505529,8581917,461.56604
4265,8505529,8581918,493.30432
4266,8505529,8506905,351.56616
4267,8581429,8570420:0:D,265.48236
4268,8581429,Parent8570420,265.48236
4269,8581429,8570462,408.56326
4270,8581429,8570420:0:A,265.48236
4271,8581429,8570420:0:B,265.48236
4272,8581429,8570420:0:C,265.48236
4273,8581429,8505530,410.708
4274,8591996,8592088,315.84766
4275,8591996,8592056,338.60648
4276,8591996,8591994,406.83118
4277,8591996,8591987,433.43527
4278,8591996,8592000,389.70944
4279,8592048,8592118,485.07605
4280,8592048,8592099,306.07916
4281,8592048,8591977,348.63293
4282,8592048,8591997,367.01538
4283,8592048,8592054,396.46048
4284,8592092,8592089,177.16962
4285,8592092,8592055,235.45016
4286,8592092,8592019,205.04198
4287,8592092,8592063,468.445
4288,8592092,8595004,357.7002
4289,8592092,8587357,362.494
4290,8592092,8593249,331.08633
4291,8592092,8592137,418.21985
4292,8592114,8595939,420.7259
4293,8592114,8591995,452.0858
4294,8592114,8592215,361.33652
4295,8592114,8501210,466.09378
4296,8592123,8592045,436.88855
4297,8592123,8592009,329.24603
4298,8592123,8591981,148.52652
4299,8592123,8592012,377.233
4300,8592123,8510574,308.98502
4301,8592123,8592083,330.60675
4302,8592123,8591999,465.5564
4303,8592123,8592038,277.9131
4304,8592123,8592043,150.50923
4305,8592150,8592156,348.16565
4306,8592150,8592164,413.04544
4307,8592150,8592167,463.4475
4308,8592150,8501318,392.86145
4309,8592150,8592158,372.42426
4310,8592150,8592154,466.15604
4311,8592160,8593861,269.4826
4312,8592160,8592156,447.51184
4313,8592160,Parent8501122,274.04272
4314,8592160,8592164,373.67648
4315,8592160,8592155,332.65698
4316,8592160,8501122:0:2,303.14935
4317,8592160,8501122:0:1,297.33246
4318,8592160,8501318,449.7551
4319,8592160,8592154,436.41583
4320,8592214,8588838,408.95908
4321,8592214,8530749,454.12573
4322,8592214,8592202,351.43335
4323,8592214,8588839,214.4947
4324,8592214,Parent8501118,472.0092
4325,8592214,8510421,103.69426
4326,8592214,8588840,295.15775
4327,8592214,8592201,190.76938
4328,8592214,8592220,422.37158
4329,8593817,8595986,172.99379
4330,8593817,8591936,240.97768
4331,8593817,8595516,407.6915
4332,8594988,8510525,74.170204
4333,8594988,8579231,123.362366
4334,8594988,8510526,352.98953
4335,8594988,8591959,442.93814
4336,8594988,8588156,476.3828
4337,8595933,8591986,427.38824
4338,8595933,8592086,480.0933
4339,8595933,8592029,471.31854
4340,8595933,8592084,307.52234
4341,8595933,8592039,391.46912
4342,8595933,8501075,477.09253
4343,8501120:0:7,8501181:0:1,455.43802
4344,8501120:0:7,Parent8501181,455.43802
4345,8501120:0:7,8501120:0:8,0.0
4346,8501120:0:7,8501120:0:3,0.0
4347,8501120:0:7,Parent8501120,0.0
4348,8501120:0:7,8579254,441.93588
4349,8501120:0:7,8592040,282.97427
4350,8501120:0:7,8501120:0:5,0.0
4351,8501120:0:7,8592050:0:F,236.71092
4352,8501120:0:7,8592050:0:H,99.84084
4353,8501120:0:7,8501120:0:70,0.0
4354,8501120:0:7,8592027,361.37332
4355,8501120:0:7,8579253,336.9602
4356,8501120:0:7,8501120:0:6,0.0
4357,8501120:0:7,8592050:0:C,99.84084
4358,8501120:0:7,8591818,406.3532
4359,8501120:0:7,8592050,99.84084
4360,8501120:0:7,8592020,339.15115
4361,8501120:0:7,8501181:0:2,455.43802
4362,8501120:0:7,8592052,208.01761
4363,8501120:0:7,8592050:0:D,99.84084
4364,8501120:0:7,8592072,437.97305
4365,8501120:0:7,8501120,0.0
4366,8501120:0:7,8501181,455.43802
4367,8501120:0:7,8592079,329.20386
4368,8501120:0:7,Parent8592050,99.84084
4369,8501120:0:7,8501120:0:1,0.0
4370,8501120:0:7,8501120:0:4,0.0
4371,8501163:0:1,8592175,84.84562
4372,8501163:0:1,8501163,0.0
4373,8501163:0:1,8592030,377.72308
4374,8501163:0:1,8592192,485.95596
4375,8501163:0:1,8592176,186.4238
4376,8501163:0:1,8592187,300.69046
4377,8501211,8595521,354.72778
4378,8501211,8594987,465.64798
4379,8501211,8595602,288.8569
4380,8501211,8591950,455.98886
4381,8501211,8501212,454.1879
4382,8501211,8595937,361.69583
4383,8501211,8501210,405.50885
4384,8504003,8592146,405.3188
4385,8504003,8509297,275.2485
4386,8504003,8593856,180.61719
4387,8504003,Parent8504003,0.0
4388,8504003,8504003:0:1,98.42051
4389,8504003,8588451,445.9781
4390,8504003,8504003:0:2,98.89088
4391,8504003,8592153,328.34122
4392,8504003:0:1,8592146,330.0033
4393,8504003:0:1,8509297,255.62314
4394,8504003:0:1,8593856,113.73271
4395,8504003:0:1,8592162,481.09445
4396,8504003:0:1,Parent8504003,98.42051
4397,8504003:0:1,8504003,98.42051
4398,8504003:0:1,8588451,491.80273
4399,8504003:0:1,8504003:0:2,6.89132
4400,8504003:0:1,8592153,230.11183
4401,8504166,8557141,408.42664
4402,8504166,8504758,386.70743
4403,8504166,8511214,358.56546
4404,8504166,8511210,421.74994
4405,8581918,8506907,435.5788
4406,8581918,Parent8595216,341.3662
4407,8581918,8501117:0:3,347.69064
4408,8581918,Parent8501117,270.6698
4409,8581918,8595216,341.3662
4410,8581918,8501117:0:4,352.00665
4411,8581918,8581914,281.64978
4412,8581918,8581917,258.07385
4413,8581918,8501117:0:1,309.34076
4414,8581918,8505529,493.30432
4415,8581918,8506905,359.36307
4416,8588158,8501245,291.31485
4417,8588158,8588155,353.78946
4418,8588158,8588157,376.9877
4419,8588158,8510527,432.46927
4420,8588451,8588452,438.05542
4421,8588451,8509297,313.44376
4422,8588451,Parent8504003,445.9781
4423,8588451,8504003,445.9781
4424,8588451,8504003:0:1,491.80273
4425,8588451,8504003:0:2,497.71997
4426,8592077,8592062,182.78444
4427,8592077,8592186,313.75592
4428,8592077,8591979,436.97427
4429,8592077,8592029,385.56052
4430,8592077,8592084,219.80925
4431,8592077,8592039,359.90048
4432,8592097,8592134,435.40256
4433,8592097,8591983,492.4821
4434,8592097,8591990,220.48845
4435,8592097,8592064,147.72404
4436,8592097,8592075,323.91727
4437,8592097,8592004,415.56772
4438,8592097,8592110,415.22574
4439,8592097,8592046,266.72247
4440,8592097,8501207,466.12164
4441,8592097,8592005,476.83374
4442,8592097,8592122,357.56754
4443,8592159,8592152,317.30396
4444,8592159,8592147,164.6719
4445,8592159,8592157,343.80527
4446,8592196,8504000:0:2,47.38472
4447,8592196,8592190,212.93019
4448,8592196,Parent8504000,116.420845
4449,8592196,8501121:0:2,466.15048
4450,8592196,8591999,473.60376
4451,8592196,8592183,305.75027
4452,8592196,8501121:0:1,464.03882
4453,8592196,8504000,116.420845
4454,8592196,8592188,313.91705
4455,8592196,8504000:0:1,51.69265
4456,8592212,8592178,465.5866
4457,8592212,8592208,245.24117
4458,8592212,8592205,326.05618
4459,8592212,8592203,498.21945
4460,8592212,8592206,215.35352
4461,8592212,8592222,163.21742
4462,8592234,8592229,286.44464
4463,8593815,8510721,417.5286
4464,8593815,8501218,477.6635
4465,8593815,8591939,276.599
4466,8593815,8591958,316.1923
4467,8501210,8595521,186.12126
4468,8501210,8592219,495.90408
4469,8501210,8595937,391.28827
4470,8501210,8592114,466.09378
4471,8501210,8501211,405.50885
4472,8504003:0:2,8592146,334.77408
4473,8504003:0:2,8509297,262.50674
4474,8504003:0:2,8593856,107.50616
4475,8504003:0:2,8592162,474.29868
4476,8504003:0:2,Parent8504003,98.89088
4477,8504003:0:2,8504003,98.89088
4478,8504003:0:2,8504003:0:1,6.89132
4479,8504003:0:2,8588451,497.71997
4480,8504003:0:2,8592153,229.4721
4481,8506905,8506907,191.3803
4482,8506905,8506903,284.72256
4483,8506905,8581920,448.32034
4484,8506905,8581917,155.01337
4485,8506905,8505529,351.56616
4486,8506905,8581918,359.36307
4487,8507227,8594986,335.45056
4488,8507227,8591933,449.5805
4489,8507227,8501217,362.96252
4490,8507227,8593867,181.50534
4491,8507227,8593868,266.37347
4492,8510527,8510528,346.49448
4493,8510527,8588155,430.1911
4494,8510527,8588157,238.48691
4495,8510527,8510526,477.1029
4496,8510527,8588158,432.46927
4497,8579257,8593806,344.44318
4498,8579257,8579258,422.01736
4499,8579257,8588436,323.91876
4500,8579257,8595625,119.01085
4501,8579257,8595190,194.70602
4502,8579257,8593798,486.013
4503,8581921,8581922,150.95569
4504,8581921,8594177,359.1336
4505,8581921,8581924,305.14255
4506,8581921,8581916,325.10745
4507,8581921,8581920,355.9538
4508,8581921,8581917,481.16312
4509,8592002,8579245,363.43973
4510,8592002,8592101,345.25137
4511,8592002,8579246,435.5708
4512,8592044,8592080,227.8297
4513,8592044,8593837,348.2389
4514,8592044,8592068,408.53085
4515,8592044,8593838,409.67462
4516,8592044,8591983,184.02975
4517,8592044,8592021,499.32138
4518,8592044,8595938,382.4024
4519,8592044,8592075,344.20547
4520,8592044,8592110,434.69418
4521,8592044,8592121,303.4708
4522,8592153,8592146,251.6842
4523,8592153,8509297,354.03372
4524,8592153,8593856,197.69878
4525,8592153,8592162,473.94196
4526,8592153,Parent8504003,328.34122
4527,8592153,8504003,328.34122
