,sbb_stop_to_stop_lausanne_region.stop_id_a,sbb_stop_to_stop_lausanne_region.stop_id_b,sbb_stop_to_stop_lausanne_region.distance
2960,8592050:0:D,8501120:0:6,99.84084
2961,8592050:0:D,8592050:0:C,0.0
2962,8592050:0:D,8591818,308.7819
2963,8592050:0:D,8592050,0.0
2964,8592050:0:D,8592020,353.54755
2965,8592050:0:D,8501181:0:2,359.1886
2966,8592050:0:D,8592052,303.24695
2967,8592050:0:D,8592072,401.55115
2968,8592050:0:D,8501120,99.84084
2969,8592050:0:D,8501181,359.1886
2970,8592050:0:D,8592079,382.65692
2971,8592050:0:D,Parent8592050,0.0
2972,8592050:0:D,8501120:0:1,99.84084
2973,8592050:0:D,8501120:0:4,99.84084
2974,8592050:0:D,8501120:0:7,99.84084
2975,8592072,8501120:0:8,437.97305
2976,8592072,8501120:0:3,437.97305
2977,8592072,8592051,274.2857
2978,8592072,Parent8501120,437.97305
2979,8592072,8579254,289.8549
2980,8592072,8592062,484.01538
2981,8592072,8501120:0:5,437.97305
2982,8592072,8591991,338.59723
2983,8592072,8592050:0:F,207.80923
2984,8592072,8592050:0:H,401.55115
2985,8592072,8501120:0:70,437.97305
2986,8592072,8501120:0:6,437.97305
2987,8592072,8592050:0:C,401.55115
2988,8592072,8591979,254.81636
2989,8592072,8592050,401.55115
2990,8592072,8592020,208.87726
2991,8592072,8589523,456.81244
2992,8592072,8592050:0:D,401.55115
2993,8592072,8501120,437.97305
2994,8592072,8592079,355.3807
2995,8592072,Parent8592050,401.55115
2996,8592072,8501120:0:1,437.97305
2997,8592072,8501120:0:4,437.97305
2998,8592072,8501120:0:7,437.97305
2999,8592125,8501181:0:1,423.4987
3000,8592125,8592135,287.11435
3001,8592125,Parent8501181,423.4987
3002,8592125,8501160:0:2,426.65997
3003,8592125,8504176,266.1026
3004,8592125,8591982,387.51822
3005,8592125,8592034,431.72287
3006,8592125,8592060,481.94516
3007,8592125,Parent8501160,426.65997
3008,8592125,8592098,416.1899
3009,8592125,8592138,413.1651
3010,8592125,8590442,173.78479
3011,8592125,8592120,411.09323
3012,8592125,8592071,354.521
3013,8592125,8592091,474.94116
3014,8592125,8591818,474.34515
3015,8592125,8591988,304.00323
3016,8592125,8501181:0:2,423.4987
3017,8592125,8501181,423.4987
3018,8592125,8592011,317.1352
3019,8592125,8501160:0:1,426.65997
3020,8592125,8501160,426.65997
3021,8595937,8595521,499.13864
3022,8595937,8591950,283.6559
3023,8595937,8501211,361.69583
3024,8595937,8501210,391.28827
3025,Parent8504003,8592146,405.3188
3026,Parent8504003,8509297,275.2485
3027,Parent8504003,8593856,180.61719
3028,Parent8504003,8504003,0.0
3029,Parent8504003,8504003:0:1,98.42051
3030,Parent8504003,8588451,445.9781
3031,Parent8504003,8504003:0:2,98.89088
3032,Parent8504003,8592153,328.34122
3033,Parent8595215,8595215:0:2,0.0
3034,Parent8595215,8595217,263.42966
3035,Parent8595215,8595215:0:1,0.0
3036,Parent8595215,8595214,416.85446
3037,Parent8595215,8595214:0:1,416.85446
3038,Parent8595215,8595215,0.0
3039,Parent8595215,Parent8595214,416.85446
3040,8501118:0:1,8501118:0:5,25.3291
3041,8501118:0:1,8588838,192.7731
3042,8501118:0:1,8530749,260.34354
3043,8501118:0:1,8592209,484.878
3044,8501118:0:1,8501118:0:3,11.933742
3045,8501118:0:1,8588983,129.15437
3046,8501118:0:1,8593866,323.16385
3047,8501118:0:1,8501118:0:4,19.867752
3048,8501118:0:1,8592202,308.88535
3049,8501118:0:1,8588839,358.71765
3050,8501118:0:1,8592213,443.5296
3051,8501118:0:1,Parent8501118,178.39183
3052,8501118:0:1,8501118:0:2,8.327475
3053,8501118:0:1,8593869,333.63446
3054,8501166,8501166:0:2,0.0
3055,8501166,8501166:0:1,0.0
3056,8501166,Parent8501166,0.0
3057,8509491,8592070,353.6334
3058,8509491,8587929,158.00641
3059,8570063,8501169:0:2,67.72326
3060,8570063,8570064,317.04727
3061,8570063,Parent8501169,67.72326
3062,8570063,8501169:0:1,67.72326
3063,8570063,8501169,67.72326
3064,8570420:0:B,8570420:0:D,0.0
3065,8570420:0:B,8557026,347.65323
3066,8570420:0:B,Parent8570420,0.0
3067,8570420:0:B,8570420:0:A,0.0
3068,8570420:0:B,8570420:0:C,0.0
3069,8570420:0:B,8581429,265.48236
3070,8570420:0:C,8570420:0:D,0.0
3071,8570420:0:C,8557026,347.65323
3072,8570420:0:C,Parent8570420,0.0
3073,8570420:0:C,8570420:0:A,0.0
3074,8570420:0:C,8570420:0:B,0.0
3075,8570420:0:C,8581429,265.48236
3076,8579249,8579248,367.2259
3077,8588445:0:D,8588446,302.1473
3078,8588445:0:D,8588445,42.58777
3079,8588445:0:D,8588443,166.5497
3080,8588445:0:D,8588445:0:B,13.631019
3081,8588445:0:D,Parent8588445,42.58777
3082,8588445:0:D,Parent8504000,495.41827
3083,8588445:0:D,8501121:0:2,98.4019
3084,8588445:0:D,8588442,346.29507
3085,8588445:0:D,8501121:0:1,94.300415
3086,8588445:0:D,8504000,495.41827
3087,8588445:0:D,8588440,396.18115
3088,8588445:0:D,8592188,242.87718
3089,8588445:0:D,8592182,389.92828
3090,8588445:0:D,Parent8501121,119.04963
3091,8588840,8588839,466.0061
3092,8588840,8510421,307.38647
3093,8588840,8588841,366.8807
3094,8588840,8592204,481.90417
3095,8588840,8592201,430.4592
3096,8588840,8592214,295.15775
3097,8588841,8588842,407.99356
3098,8588841,8593816,344.7734
3099,8588841,8588840,366.8807
3100,8588841,8595516,486.75833
3101,8588841,8592204,380.38388
3102,8588841,8595148,439.38947
3103,8591947,8591946,468.6141
3104,8591947,8591952,127.12517
3105,8591947,8591954,315.06842
3106,8591947,8501215,326.66025
3107,8591947,8591956,462.74164
3108,8591947,8591949,269.03387
3109,8591947,8591951,250.20647
3110,8591947,8501214,464.71683
3111,8591949,8591946,490.1091
3112,8591949,8591952,153.46494
3113,8591949,8591954,245.10126
3114,8591949,8591956,258.52844
3115,8591949,8591947,269.03387
3116,8591949,8591951,391.71643
3117,8591951,8591946,247.92633
3118,8591951,8591961,407.2746
3119,8591951,8591952,326.66293
3120,8591951,8591954,241.89828
3121,8591951,8501215,272.13263
3122,8591951,8591947,250.20647
3123,8591951,8591949,391.71643
3124,8591951,8501216,435.08762
3125,8592010,8592035,381.27933
3126,8592010,8592135,430.23767
3127,8592010,8501160:0:2,103.47198
3128,8592010,8592001,154.5959
3129,8592010,8592060,426.6145
3130,8592010,8592134,456.58173
3131,8592010,Parent8501160,103.47198
3132,8592010,8592041,311.35696
3133,8592010,8592098,236.5106
3134,8592010,8592120,242.38983
3135,8592010,8592133,239.13608
3136,8592010,8591988,357.1795
3137,8592010,8592004,343.62582
3138,8592010,8592096,51.795967
3139,8592010,8592011,190.98843
3140,8592010,8592122,366.95016
3141,8592010,8501160:0:1,103.47198
3142,8592010,8501160,103.47198
3143,8592015,8592100,187.2849
3144,8592015,8587548,436.9
3145,8592061,8591986,180.70842
3146,8592061,8592086,280.30338
3147,8592061,8592028,236.92972
3148,8592061,8591985,446.97537
3149,8592061,8592026,285.91672
3150,8592061,8592024,318.7417
3151,8592061,8592039,390.5052
3152,8592167,8592169,217.84558
3153,8592167,8592168,335.88608
3154,8592167,8592150,463.4475
3155,8592171,8592023,391.75336
3156,8592171,8588434,267.6577
3157,8592171,8592177,264.59265
3158,8592171,8579256,380.10873
3159,8592171,8592185,472.63284
3160,8592172,8592193,361.76617
3161,8592172,8592198,360.73767
3162,8592172,8588442,469.8747
3163,8592172,8592170,355.9813
3164,8592172,8592182,389.49466
3165,8592187,8592175,346.5381
3166,8592187,Parent8501162,444.49194
3167,8592187,8501162,444.49194
3168,8592187,8501163,300.69046
3169,8592187,8592030,169.76468
3170,8592187,8592107,247.51105
3171,8592187,8501162:0:2,444.49194
3172,8592187,8591993,486.3448
3173,8592187,8501162:0:1,444.49194
3174,8592187,8592176,213.17067
3175,8592187,8592087,440.47705
3176,8592187,8592000,482.0327
3177,8592187,8501163:0:1,300.69046
3178,8592217,8592049,451.30582
3179,8592217,8592211,253.94687
3180,8592217,8510543,282.35544
3181,8592217,Parent8518452,474.887
3182,8592217,8592180,419.7841
3183,8592217,8592179,131.23267
3184,8593850,8592189,438.26453
3185,8593850,8595191,223.43591
3186,8593850,8588446,402.23895
3187,8593850,8595192,229.75258
3188,8593850,8592195,308.7788
3189,8593850,8588447,385.03027
3190,8595190,8593806,149.75256
3191,8595190,8588436,212.99713
3192,8595190,8595625,75.705154
3193,8595190,8593798,300.15982
3194,8595190,8579257,194.70602
3195,8501118:0:2,8501118:0:5,17.00221
3196,8501118:0:2,8588838,190.7442
3197,8501118:0:2,8530749,260.83646
3198,8501118:0:2,8592209,488.5547
3199,8501118:0:2,8501118:0:3,3.6065304
3200,8501118:0:2,8588983,131.4823
3201,8501118:0:2,8593866,331.3731
3202,8501118:0:2,8501118:0:4,11.547222
3203,8501118:0:2,8592202,300.56644
3204,8501118:0:2,8588839,353.47528
3205,8501118:0:2,8592213,439.0664
3206,8501118:0:2,Parent8501118,179.17494
3207,8501118:0:2,8501118:0:1,8.327475
3208,8501118:0:2,8593869,338.35913
3209,8501120,8501181:0:1,455.43802
3210,8501120,Parent8501181,455.43802
3211,8501120,8501120:0:8,0.0
3212,8501120,8501120:0:3,0.0
3213,8501120,Parent8501120,0.0
3214,8501120,8579254,441.93588
3215,8501120,8592040,282.97427
3216,8501120,8501120:0:5,0.0
3217,8501120,8592050:0:F,236.71092
3218,8501120,8592050:0:H,99.84084
3219,8501120,8501120:0:70,0.0
3220,8501120,8592027,361.37332
3221,8501120,8579253,336.9602
3222,8501120,8501120:0:6,0.0
3223,8501120,8592050:0:C,99.84084
3224,8501120,8591818,406.3532
3225,8501120,8592050,99.84084
3226,8501120,8592020,339.15115
3227,8501120,8501181:0:2,455.43802
3228,8501120,8592052,208.01761
3229,8501120,8592050:0:D,99.84084
3230,8501120,8592072,437.97305
3231,8501120,8501181,455.43802
3232,8501120,8592079,329.20386
3233,8501120,Parent8592050,99.84084
3234,8501120,8501120:0:1,0.0
3235,8501120,8501120:0:4,0.0
3236,8501120,8501120:0:7,0.0
3237,8501181,8501181:0:1,0.0
3238,8501181,Parent8501181,0.0
3239,8501181,8501160:0:2,424.9779
3240,8501181,8501120:0:8,455.43802
3241,8501181,8501120:0:3,455.43802
3242,8501181,Parent8501120,455.43802
3243,8501181,8579254,289.19604
3244,8501181,8501120:0:5,455.43802
3245,8501181,Parent8501160,424.9779
3246,8501181,8592050:0:F,422.53848
3247,8501181,8592050:0:H,359.1886
3248,8501181,8501120:0:70,455.43802
3249,8501181,8592098,290.8989
3250,8501181,8579253,122.82039
3251,8501181,8590442,284.40012
3252,8501181,8501120:0:6,455.43802
3253,8501181,8592050:0:C,359.1886
3254,8501181,8592133,498.9176
3255,8501181,8591818,54.007874
3256,8501181,8591988,191.45209
3257,8501181,8592050,359.1886
3258,8501181,8501181:0:2,0.0
3259,8501181,8592050:0:D,359.1886
3260,8501181,8592125,423.4987
3261,8501181,8501120,455.43802
3262,8501181,Parent8592050,359.1886
3263,8501181,8592011,407.73706
3264,8501181,8501120:0:1,455.43802
3265,8501181,8501160:0:1,424.9779
3266,8501181,8501160,424.9779
3267,8501181,8501120:0:4,455.43802
3268,8501181,8501120:0:7,455.43802
3269,8501216,8591946,469.92242
3270,8501216,8591961,460.59476
3271,8501216,8501215,382.28735
3272,8501216,8591960,420.8377
3273,8501216,8593867,454.38538
3274,8501216,8591951,435.08762
3275,8501216,8588873,229.6431
3276,8587357,8592089,247.64229
3277,8587357,8592055,278.33017
3278,8587357,8592063,403.61505
3279,8587357,8595004,275.78183
3280,8587357,8592047,376.00717
3281,8587357,8592092,362.494
3282,8588438,8579260,217.12312
3283,8588438,8592161,261.41605
3284,8588442,8588445,388.05087
3285,8588442,8588443,201.8519
3286,8588442,8592198,436.95917
3287,8588442,8588445:0:B,359.4821
3288,8588442,Parent8588445,388.05087
3289,8588442,8501121:0:2,408.89096
3290,8588442,8588445:0:D,346.29507
3291,8588442,8592172,469.8747
3292,8588442,8501121:0:1,392.1597
3293,8588442,8588440,349.34424
3294,8588442,8592188,469.26477
3295,8588442,8588441,269.61096
3296,8588442,8592182,137.35934
3297,8588442,Parent8501121,462.3813
3298,8591963,8591962,290.82593
3299,8591963,8591969,282.88437
3300,8591963,8591967,305.6083
3301,8591969,8591962,345.5518
3302,8591969,8591963,282.88437
3303,8591976,Parent8504010,36.42413
3304,8591976,8592149,172.03787
3305,8591976,8504010:0:2,80.544975
3306,8591976,8593795,385.63293
3307,8591976,8504010:0:1,82.4872
3308,8591976,8504010,36.42413
3309,8591976,8592145,461.0182
3310,8591976,8592151,251.9296
3311,8591998,8592088,464.68356
3312,8591998,8592056,399.7582
3313,8591998,8592032,402.45297
3314,8591998,8592104,476.91833
3315,8591998,8591987,224.25876
3316,8591998,8592094,272.51364
3317,8591998,8591993,482.2344
3318,8591998,8591992,271.92422
3319,8591998,8592087,447.77032
3320,8591998,8592057,53.23972
3321,8592037,8587549,429.38293
3322,8592037,8592130,237.15982
3323,8592079,8501120:0:8,329.20386
3324,8592079,8501120:0:3,329.20386
3325,8592079,Parent8501120,329.20386
3326,8592079,8592040,499.2179
3327,8592079,8592062,413.5532
3328,8592079,8501120:0:5,329.20386
3329,8592079,8592050:0:F,302.57434
3330,8592079,8592050:0:H,382.65692
3331,8592079,8501120:0:70,329.20386
3332,8592079,8592027,488.99612
3333,8592079,8501120:0:6,329.20386
3334,8592079,8592028,397.39185
3335,8592079,8592050:0:C,382.65692
3336,8592079,8591979,383.54767
3337,8592079,8592050,382.65692
3338,8592079,8592020,146.61388
3339,8592079,8592026,321.10727
3340,8592079,8592052,228.6273
3341,8592079,8592050:0:D,382.65692
3342,8592079,8592072,355.3807
3343,8592079,8501120,329.20386
3344,8592079,Parent8592050,382.65692
3345,8592079,8501120:0:1,329.20386
3346,8592079,8592039,407.70544
3347,8592079,8501120:0:4,329.20386
3348,8592079,8501120:0:7,329.20386
3349,8592096,8592035,399.1839
3350,8592096,8592135,481.9358
3351,8592096,8501160:0:2,128.20598
3352,8592096,8592001,138.8161
3353,8592096,8592060,474.6411
3354,8592096,8592134,412.03815
3355,8592096,Parent8501160,128.20598
3356,8592096,8592041,278.64685
3357,8592096,8592098,239.84285
3358,8592096,8592120,292.69858
3359,8592096,8592133,192.49423
3360,8592096,8591988,374.43192
3361,8592096,8592004,293.5425
3362,8592096,8592010,51.795967
3363,8592096,8592011,231.42674
3364,8592096,8592122,315.22208
3365,8592096,8501160:0:1,128.20598
3366,8592096,8501160,128.20598
3367,8592103,8501208,442.90872
3368,8592103,8592049,242.01604
3369,8592103,8593844,422.7843
3370,8592103,8592102,441.45285
3371,8592103,8518452:0:3,236.06609
3372,8592103,8518452:0:1,248.1192
3373,8592103,8510543,425.11932
3374,8592103,Parent8518452,325.0254
3375,8592103,8518452:0:4,231.15825
3376,8592103,8592105,327.87463
3377,8592103,8501209,460.3044
3378,8592103,8518452:0:2,242.98389
3379,8592180,8592049,404.20242
3380,8592180,8592173,371.01447
3381,8592180,8592211,413.10364
3382,8592180,8510543,412.205
3383,8592180,8592217,419.7841
3384,8592180,8592181,381.6482
3385,8592180,8592179,319.35413
3386,8592183,8504000:0:2,342.67197
3387,8592183,8592190,457.61322
3388,8592183,8592191,257.9131
3389,8592183,Parent8504000,368.62726
3390,8592183,8592185,409.17038
3391,8592183,8504000,368.62726
3392,8592183,8504000:0:1,350.0042
3393,8592183,8592196,305.75027
3394,8593249,8592089,279.97812
3395,8593249,8595005,473.4083
3396,8593249,8592055,235.78618
3397,8593249,8592019,447.1769
3398,8593249,8592143,327.47824
3399,8593249,8595004,294.99435
3400,8593249,8592092,331.08633
3401,8595214,Parent8595216,259.36072
3402,8595214,8501117:0:3,212.00623
3403,8595214,Parent8501117,316.14606
3404,8595214,8595215:0:2,416.85446
3405,8595214,8595216,259.36072
3406,8595214,8595217,205.852
3407,8595214,8501117:0:4,210.23172
3408,8595214,8595215:0:1,416.85446
3409,8595214,8581914,285.7577
3410,8595214,Parent8595215,416.85446
3411,8595214,8501117:0:1,258.42505
3412,8595214,8595214:0:1,0.0
3413,8595214,8595215,416.85446
3414,8595214,Parent8595214,0.0
3415,8595516,8595986,279.40845
3416,8595516,8593816,196.56409
3417,8595516,8588841,486.75833
3418,8595516,8595148,348.92477
3419,8595516,8593817,407.6915
3420,Parent8592050,8501181:0:1,359.1886
3421,Parent8592050,Parent8501181,359.1886
3422,Parent8592050,8501120:0:8,99.84084
3423,Parent8592050,8501120:0:3,99.84084
3424,Parent8592050,Parent8501120,99.84084
3425,Parent8592050,8579254,352.99582
3426,Parent8592050,8592040,361.19833
3427,Parent8592050,8501120:0:5,99.84084
3428,Parent8592050,8592050:0:F,194.06259
3429,Parent8592050,8592050:0:H,0.0
3430,Parent8592050,8501120:0:70,99.84084
3431,Parent8592050,8592027,453.6327
3432,Parent8592050,8579253,244.25124
3433,Parent8592050,8501120:0:6,99.84084
3434,Parent8592050,8592050:0:C,0.0
3435,Parent8592050,8591818,308.7819
3436,Parent8592050,8592050,0.0
3437,Parent8592050,8592020,353.54755
3438,Parent8592050,8501181:0:2,359.1886
3439,Parent8592050,8592052,303.24695
3440,Parent8592050,8592050:0:D,0.0
3441,Parent8592050,8592072,401.55115
3442,Parent8592050,8501120,99.84084
3443,Parent8592050,8501181,359.1886
3444,Parent8592050,8592079,382.65692
3445,Parent8592050,8501120:0:1,99.84084
3446,Parent8592050,8501120:0:4,99.84084
3447,Parent8592050,8501120:0:7,99.84084
3448,8501117:0:1,Parent8595216,49.61537
3449,8501117:0:1,8501117:0:3,46.606472
3450,8501117:0:1,Parent8501117,58.822144
3451,8501117:0:1,8595216,49.61537
3452,8501117:0:1,8595217,378.99133
3453,8501117:0:1,8501117:0:4,48.249645
3454,8501117:0:1,8581914,28.63666
3455,8501117:0:1,8595214,258.42505
3456,8501117:0:1,8595214:0:1,258.42505
3457,8501117:0:1,Parent8595214,258.42505
3458,8501117:0:1,8581918,309.34076
3459,8501121:0:1,8504000:0:2,422.13483
3460,8501121:0:1,8588446,287.85773
3461,8501121:0:1,8588445,96.162285
3462,8501121:0:1,8588443,192.01581
3463,8501121:0:1,8588445:0:B,86.69388
3464,8501121:0:1,Parent8588445,96.162285
3465,8501121:0:1,8592190,447.7189
3466,8501121:0:1,Parent8504000,401.12524
3467,8501121:0:1,8501121:0:2,18.897655
3468,8501121:0:1,8588445:0:D,94.300415
3469,8501121:0:1,8588442,392.1597
3470,8501121:0:1,8504000,401.12524
3471,8501121:0:1,8588440,488.8501
3472,8501121:0:1,8592188,150.17163
3473,8501121:0:1,8504000:0:1,415.32614
3474,8501121:0:1,8592182,404.46268
3475,8501121:0:1,Parent8501121,97.22485
3476,8501121:0:1,8592196,464.03882
3477,8504000,8504000:0:2,75.93089
3478,8504000,8588446,492.45627
3479,8504000,8588445,488.9993
3480,8504000,8588445:0:B,487.1301
3481,8504000,Parent8588445,488.9993
3482,8504000,8592190,293.40906
3483,8504000,Parent8504000,0.0
3484,8504000,8501121:0:2,399.00684
3485,8504000,8588445:0:D,495.41827
3486,8504000,8592183,368.62726
3487,8504000,8501121:0:1,401.12524
3488,8504000,8592188,258.23514
3489,8504000,8504000:0:1,77.98116
3490,8504000,8588447,418.91278
3491,8504000,Parent8501121,432.48535
3492,8504000,8592196,116.420845
3493,8504010,Parent8504010,0.0
3494,8504010,8592149,149.11035
3495,8504010,8504010:0:2,59.32649
3496,8504010,8593795,380.4199
3497,8504010,8504010:0:1,57.86931
3498,8504010,8591976,36.42413
3499,8504010,8592145,485.9737
3500,8504010,8592151,283.6044
3501,8511214,8504165,492.03915
3502,8511214,8511210,202.54324
3503,8511214,8504166,358.56546
3504,8579237,8592051,427.7299
3505,8579237,8591991,324.7859
3506,8579237,8510575,390.07468
3507,8579237,8588431,488.69235
3508,8579237,8592074,271.97464
3509,8579237,8589523,282.60968
3510,8588156,8510525,402.21558
3511,8588156,8588155,240.96689
3512,8588156,8579231,371.18536
3513,8588156,8510526,286.1481
3514,8588156,8594988,476.3828
3515,8588440,8588445,414.2436
3516,8588440,8588443,395.6932
3517,8588440,8501319,319.86145
3518,8588440,8588445:0:B,406.61255
3519,8588440,Parent8588445,414.2436
3520,8588440,8501121:0:2,494.57373
3521,8588440,8588445:0:D,396.18115
3522,8588440,8588442,349.34424
3523,8588440,8501121:0:1,488.8501
3524,8588440,8588439,301.15753
3525,8588440,8588441,287.37415
3526,8588440,8592182,484.33908
3527,8588440,Parent8501121,492.4736
3528,8588873,8591946,474.1943
3529,8588873,8591961,376.70648
3530,8588873,8501217,444.9821
3531,8588873,8591960,201.64542
3532,8588873,8591957,427.62103
3533,8588873,8501216,229.6431
3534,8592011,8501181:0:1,407.73706
3535,8592011,8592035,497.25702
3536,8592011,8592135,308.0618
3537,8592011,Parent8501181,407.73706
3538,8592011,8501160:0:2,114.094025
3539,8592011,8592001,340.633
3540,8592011,8592060,391.99127
3541,8592011,Parent8501160,114.094025
3542,8592011,8592098,182.91519
3543,8592011,8579253,480.74518
3544,8592011,8590442,372.16107
3545,8592011,8592120,216.29848
3546,8592011,8592133,361.21863
3547,8592011,8591818,457.63455
3548,8592011,8591988,217.37451
3549,8592011,8592004,475.58093
3550,8592011,8501181:0:2,407.73706
3551,8592011,8592125,317.1352
3552,8592011,8592010,190.98843
3553,8592011,8501181,407.73706
3554,8592011,8592096,231.42674
3555,8592011,8501160:0:1,114.094025
3556,8592011,8501160,114.094025
3557,8592038,8592009,242.38878
3558,8592038,8592051,333.2699
3559,8592038,8591991,476.71356
3560,8592038,8591981,276.56284
3561,8592038,8591979,421.23697
3562,8592038,8592074,282.6427
3563,8592038,8592083,407.17007
3564,8592038,8592043,426.17484
3565,8592038,8592123,277.9131
3566,8592105,8501208,215.86086
3567,8592105,8592049,467.67566
3568,8592105,8593844,151.3754
3569,8592105,8592106,312.05466
3570,8592105,8592021,433.53693
3571,8592105,8518452:0:3,294.11658
3572,8592105,8518452:0:1,285.88797
3573,8592105,Parent8518452,391.2874
3574,8592105,8518452:0:4,298.15613
3575,8592105,8592103,327.87463
3576,8592105,8501209,274.32974
3577,8592105,8518452:0:2,289.64056
3578,8592130,8504171,382.38474
3579,8592130,8587549,384.64615
3580,8592130,8592037,237.15982
3581,8592137,8592016,425.3233
3582,8592137,8592019,359.49933
3583,8592137,8592081,394.35474
3584,8592137,8592063,292.22815
3585,8592137,8592066,234.55583
3586,8592137,8591997,407.3979
3587,8592137,8592054,385.90833
3588,8592137,8592092,418.21985
3589,8592170,8592193,395.5226
3590,8592170,8592198,240.73335
3591,8592170,8592197,313.22397
3592,8592170,8592172,355.9813
3593,8592170,8595936,468.67172
3594,8592188,8504000:0:2,272.55283
3595,8592188,8588446,355.30713
3596,8592188,8588445,244.97061
3597,8592188,8588443,275.13358
3598,8592188,8588445:0:B,236.5353
3599,8592188,Parent8588445,244.97061
3600,8592188,8592190,319.15027
3601,8592188,Parent8504000,258.23514
3602,8592188,8501121:0:2,153.45488
3603,8592188,8588445:0:D,242.87718
3604,8592188,8588442,469.26477
3605,8592188,8501121:0:1,150.17163
3606,8592188,8504000,258.23514
3607,8592188,8504000:0:1,265.58594
3608,8592188,8588447,481.14178
3609,8592188,8592182,436.53894
3610,8592188,Parent8501121,212.32553
3611,8592188,8592196,313.91705
3612,8592204,8588840,481.90417
3613,8592204,8588841,380.38388
3614,8592215,8592219,389.30545
3615,8592215,8510543,496.64264
3616,8592215,Parent8518452,478.65942
3617,8592215,8501209,484.91946
3618,8592215,8592114,361.33652
3619,8593869,8501118:0:5,348.22852
3620,8593869,8510721,267.91962
3621,8593869,8588838,254.09944
3622,8593869,8591933,357.3696
3623,8593869,8530749,175.98788
3624,8593869,8501118:0:3,340.4056
3625,8593869,8501218,279.44388
3626,8593869,8588983,216.24394
3627,8593869,8593866,356.90768
3628,8593869,8501118:0:4,344.63065
3629,8593869,8588839,414.8031
3630,8593869,Parent8501118,199.89555
3631,8593869,8501118:0:1,333.63446
3632,8593869,8501118:0:2,338.35913
3633,8593869,8593868,470.56808
3634,8501166:0:2,8501166,0.0
3635,8501166:0:2,8501166:0:1,0.0
3636,8501166:0:2,Parent8501166,0.0
3637,8501318,8592156,62.098953
3638,8501318,8592164,322.36685
3639,8501318,8592150,392.86145
3640,8501318,8592160,449.7551
3641,8501318,8592154,450.5229
3642,8504000:0:1,8504000:0:2,8.12372
3643,8504000:0:1,8592190,219.7369
3644,8504000:0:1,Parent8504000,77.98116
3645,8504000:0:1,8501121:0:2,416.74268
3646,8504000:0:1,8592183,350.0042
3647,8504000:0:1,8501121:0:1,415.32614
3648,8504000:0:1,8504000,77.98116
3649,8504000:0:1,8592188,265.58594
3650,8504000:0:1,8588447,496.5333
3651,8504000:0:1,Parent8501121,462.25366
3652,8504000:0:1,8592196,51.69265
3653,8504178,8591940,471.55933
3654,8504178,8573634,230.3871
3655,8504178,8507540,471.6902
3656,8510727,8510528,403.188
3657,8510727,8579234,451.45294
3658,8510727,8592226,327.83112
3659,8510727,8595223,166.85687
3660,8510727,8501214,497.40527
3661,8579239:0:B,8589525,440.44128
3662,8579239:0:B,8579239:0:E,23.502913
3663,8579239:0:B,8592128,344.07404
3664,8579239:0:B,Parent8579239,23.502913
3665,8579239:0:B,8591971,328.51105
3666,8579239:0:B,8579239,23.502913
3667,8579255,8588432,415.8453
3668,8579255,8591978,409.45813
3669,8579255,8592126,366.85056
3670,8579255,8592112,416.9781
3671,8579255,8592136,259.8736
3672,8579255,8592042,245.86374
3673,8579255,8592031,455.88504
3674,8588439,8592199,332.4348
3675,8588439,8588445,492.0052
3676,8588439,8501319,103.31771
3677,8588439,Parent8588445,492.0052
3678,8588439,8592195,463.33765
3679,8588439,8588440,301.15753
3680,8588441,8588443,444.9124
3681,8588441,8592198,313.03168
3682,8588441,8588442,269.61096
3683,8588441,8588440,287.37415
3684,8588441,8592182,384.10632
3685,8592018,8592081,251.24011
3686,8592018,8591977,254.64941
3687,8592018,8592066,369.2417
3688,8592018,8591997,474.87247
3689,8592018,8592054,361.81168
3690,8592022,8501208,402.6583
3691,8592022,8593844,466.84644
3692,8592022,8592119,430.2847
3693,8592022,8592102,141.55708
3694,8592022,8592021,487.63336
3695,8592022,8592078,499.2403
3696,8592022,8592109,376.3425
3697,8592022,8501207,369.85706
3698,8592022,8592036,322.88422
3699,8592084,8592062,362.5543
3700,8592084,8592186,435.26437
3701,8592084,8592029,345.86426
3702,8592084,8592039,256.77936
3703,8592084,8595933,307.52234
3704,8592084,8592077,219.80925
3705,8592121,8591983,263.95294
3706,8592121,8595938,355.43015
3707,8592121,8592075,409.60587
3708,8592121,8592110,372.82846
3709,8592121,8592044,303.4708
3710,8592122,8501160:0:2,412.76816
3711,8592122,8592001,319.3989
3712,8592122,8592134,240.89961
3713,8592122,Parent8501160,412.76816
3714,8592122,8592041,260.97638
3715,8592122,8592098,437.1054
3716,8592122,8592133,183.38713
3717,8592122,8591990,343.72543
3718,8592122,8592004,103.638145
3719,8592122,8592010,366.95016
3720,8592122,8592096,315.22208
3721,8592122,8592036,483.42123
3722,8592122,8501160:0:1,412.76816
3723,8592122,8501160,412.76816
3724,8592122,8592097,357.56754
3725,8592168,8592189,300.27652
3726,8592168,8592199,452.7829
3727,8592168,8592169,173.05008
3728,8592168,8592167,335.88608
3729,8592201,8588838,470.9941
3730,8592201,8592202,260.37402
3731,8592201,8592205,427.9398
3732,8592201,8588839,322.15234
3733,8592201,8510421,285.25833
3734,8592201,8588840,430.4592
3735,8592201,8592220,231.66129
3736,8592201,8592214,190.76938
3737,8592221,8592209,468.0055
3738,8592221,8592223,380.52817
